id,pred_score
tr|A0A9E2QZL7|A0A9E2QZL7_UNCPA Type V CRISPR-associated protein Cas12d OS=Patescibacteria bacterium OX=2052139 GN=cas12d PE=4 SV=1,0.065030317897587
tr|A0AAE3II04|A0AAE3II04_9FIRM Type VI-D CRISPR-associated RNA-guided ribonuclease Cas13d OS=Hominimerdicola aceti OX=2981726 GN=cas13d PE=4 SV=1,0.14304771100879637
sp|C7NBY4|CS13A_LEPBD CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249 / C-1013-b) OX=523794 GN=cas13a PE=1 SV=1,0.5352704352475919
sp|P0DOC6|CS13A_LEPSD CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia shahii (strain DSM 19757 / CCUG 47503 / CIP 107916 / JCM 16776 / LB37) OX=1122172 GN=cas13a PE=1 SV=1,0.0362123393876988
sp|A0A0H5SJ89|CS13A_HERHM CRISPR-associated endoribonuclease Cas13a OS=Herbinix hemicellulosilytica OX=1564487 GN=cas13a PE=1 SV=1,0.6544583935784571
sp|E4T0I2|CS13A_PALPW CRISPR-associated endoribonuclease Cas13a OS=Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4) OX=694427 GN=cas13a PE=1 SV=1,0.05270632157515715
sp|P0DPB7|CS13A_LACNK CRISPR-associated endoribonuclease Cas13a OS=Lachnospiraceae bacterium (strain NK4A179) OX=877424 GN=cas13a PE=1 SV=1,0.9626719526275784
sp|P0DPB8|CS13A_LISSS CRISPR-associated endoribonuclease Cas13a OS=Listeria seeligeri serovar 1/2b (strain ATCC 35967 / DSM 20751 / CCM 3970 / CCUG 15530 / CIP 100100 / LMG 11386 / NCTC 11856 / SLCC 3954 / 1120) OX=683837 GN=cas13 PE=1 SV=1,0.30051018510334443
sp|U2PSH1|CS13A_LEPWF CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia wadei (strain F0279) OX=888055 GN=cas13a PE=1 SV=1,0.5140523423303477
tr|A0A0M6WE53|A0A0M6WE53_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Agathobacter rectalis OX=39491 GN=T1815_05231 PE=3 SV=1,0.31354743503777105
tr|A0A143XUP9|A0A143XUP9_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Eubacteriaceae bacterium CHKCI004 OX=1780380 GN=BN3660_02020 PE=3 SV=1,0.7952627443986726
tr|A0A1H9HZ33|A0A1H9HZ33_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Lachnospiraceae bacterium NE2001 OX=1520823 GN=SAMN02910369_02235 PE=3 SV=1,0.7698174902614137
tr|A0A1I1CV90|A0A1I1CV90_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Butyrivibrio sp. YAB3001 OX=1520812 GN=SAMN02910398_00008 PE=3 SV=1,0.8979431474343327
