id,pred_score
tr|A0A9E2QZL7|A0A9E2QZL7_UNCPA Type V CRISPR-associated protein Cas12d OS=Patescibacteria bacterium OX=2052139 GN=cas12d PE=4 SV=1,0.07443468039414157
tr|A0AAE3II04|A0AAE3II04_9FIRM Type VI-D CRISPR-associated RNA-guided ribonuclease Cas13d OS=Hominimerdicola aceti OX=2981726 GN=cas13d PE=4 SV=1,0.15316938182045936
sp|C7NBY4|CS13A_LEPBD CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249 / C-1013-b) OX=523794 GN=cas13a PE=1 SV=1,0.28693053831382326
sp|P0DOC6|CS13A_LEPSD CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia shahii (strain DSM 19757 / CCUG 47503 / CIP 107916 / JCM 16776 / LB37) OX=1122172 GN=cas13a PE=1 SV=1,0.2356768839136052
sp|A0A0H5SJ89|CS13A_HERHM CRISPR-associated endoribonuclease Cas13a OS=Herbinix hemicellulosilytica OX=1564487 GN=cas13a PE=1 SV=1,0.5
sp|E4T0I2|CS13A_PALPW CRISPR-associated endoribonuclease Cas13a OS=Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4) OX=694427 GN=cas13a PE=1 SV=1,0.05793061069700667
sp|P0DPB7|CS13A_LACNK CRISPR-associated endoribonuclease Cas13a OS=Lachnospiraceae bacterium (strain NK4A179) OX=877424 GN=cas13a PE=1 SV=1,0.7956285054850827
sp|P0DPB8|CS13A_LISSS CRISPR-associated endoribonuclease Cas13a OS=Listeria seeligeri serovar 1/2b (strain ATCC 35967 / DSM 20751 / CCM 3970 / CCUG 15530 / CIP 100100 / LMG 11386 / NCTC 11856 / SLCC 3954 / 1120) OX=683837 GN=cas13 PE=1 SV=1,0.39551153786284576
sp|U2PSH1|CS13A_LEPWF CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia wadei (strain F0279) OX=888055 GN=cas13a PE=1 SV=1,0.3144798210673861
tr|A0A0M6WE53|A0A0M6WE53_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Agathobacter rectalis OX=39491 GN=T1815_05231 PE=3 SV=1,0.6596326210651089
tr|A0A143XUP9|A0A143XUP9_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Eubacteriaceae bacterium CHKCI004 OX=1780380 GN=BN3660_02020 PE=3 SV=1,0.5384778790791422
tr|A0A1H9HZ33|A0A1H9HZ33_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Lachnospiraceae bacterium NE2001 OX=1520823 GN=SAMN02910369_02235 PE=3 SV=1,0.6003515345412771
tr|A0A1I1CV90|A0A1I1CV90_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Butyrivibrio sp. YAB3001 OX=1520812 GN=SAMN02910398_00008 PE=3 SV=1,0.6906129660835187
tr|A0A1I3H3H6|A0A1I3H3H6_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Pseudobutyrivibrio sp. OR37 OX=1798186 GN=SAMN04487830_13920 PE=3 SV=1,0.6586256824955977
tr|A0A1I6JQQ0|A0A1I6JQQ0_9FIRM CRISPR-associated endoribonuclease Cas13a OS=[Clostridium] aminophilum OX=1526 GN=SAMN02910262_01798 PE=3 SV=1,0.8199928517823506
tr|A0A1M6GDI0|A0A1M6GDI0_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Thermoclostridium caenicola OX=659425 GN=SAMN05444373_102315 PE=1 SV=1,0.9129642148688816
tr|A0A1N7IRW0|A0A1N7IRW0_9PROT CRISPR-associated endoribonuclease Cas13a OS=Insolitispirillum peregrinum OX=80876 GN=SAMN05421779_101530 PE=3 SV=1,0.879899439652603
tr|A0A1Q4UPU2|A0A1Q4UPU2_9PROT CRISPR-associated endoribonuclease Cas13a OS=Thalassospira sp. TSL5-1 OX=1544451 GN=LF95_12780 PE=3 SV=1,0.2326895193080368
tr|A0A1S7FS97|A0A1S7FS97_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria weihenstephanensis OX=1006155 GN=UE46_04065 PE=3 SV=1,0.048317614232751036
tr|A0A1T5MQV2|A0A1T5MQV2_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Maledivibacter halophilus OX=36842 GN=SAMN02194393_05158 PE=3 SV=1,0.2506293793310192
tr|A0A1V0HV90|A0A1V0HV90_RHOS2 CRISPR-associated endoribonuclease Cas13a OS=Rhodovulum sp. (strain MB263) OX=308754 GN=B5V46_04120 PE=3 SV=1,0.26316109083373096
tr|A0A1W9NCH4|A0A1W9NCH4_9SPIO CRISPR-associated endoribonuclease Cas13a (Fragment) OS=Spirochaeta sp. LUC14_002_19_P3 OX=1940821 GN=B0D92_00635 PE=3 SV=1,0.3889624599672158
tr|A0A1Y3W7V2|A0A1Y3W7V2_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Drancourtella sp. An57 OX=1965647 GN=B5G11_09850 PE=3 SV=1,0.5
tr|A0A2D0TCG9|A0A2D0TCG9_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Lachnospiraceae bacterium OX=1898203 GN=NK4A179 PE=1 SV=1,0.10322769696193151
tr|A0A2D0TCH1|A0A2D0TCH1_LACNK CRISPR-associated endoribonuclease Cas13a OS=Lachnospiraceae bacterium (strain NK4A179) OX=877424 PE=1 SV=1,0.09959505297395035
tr|A0A2M6UAU2|A0A2M6UAU2_9BRAD CRISPR-associated endoribonuclease Cas13a OS=Bradyrhizobium nitroreducens OX=709803 GN=TSA1_13445 PE=3 SV=1,0.7654463897178042
tr|A0A2M8UBK0|A0A2M8UBK0_9PROT CRISPR-associated endoribonuclease Cas13a OS=Ferrovibrio sp OX=1917215 GN=CTR53_05225 PE=3 SV=1,0.24960989615317744
tr|A0A367XKP0|A0A367XKP0_9PROT CRISPR-associated endoribonuclease Cas13a OS=Thalassospira profundimaris OX=502049 GN=TH25_02650 PE=3 SV=1,0.3224875999768357
tr|A0A395V3F6|A0A395V3F6_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Agathobacter rectalis OX=39491 GN=DWX06_03965 PE=3 SV=1,0.3737036449762091
tr|A0A3E4E9V5|A0A3E4E9V5_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Agathobacter rectalis OX=39491 GN=DXD95_09500 PE=3 SV=1,0.34097255038900776
tr|A0A414IQ71|A0A414IQ71_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Agathobacter rectalis OX=39491 GN=DW753_14110 PE=3 SV=1,0.6314271894564488
tr|A0A4R1YWY2|A0A4R1YWY2_9RHOB CRISPR-associated endoribonuclease Cas13a OS=Rhodovulum steppense OX=540251 GN=EV216_10760 PE=3 SV=1,0.3327113982497617
tr|A0A4R5U6G6|A0A4R5U6G6_9HYPH CRISPR-associated endoribonuclease Cas13a OS=Rhizobium deserti OX=2547961 GN=E2F50_21765 PE=3 SV=1,0.1259688571471674
tr|A0A4V3AST0|A0A4V3AST0_9RHOB CRISPR-associated endoribonuclease Cas13a OS=Antarcticimicrobium luteum OX=2547397 GN=E1832_01095 PE=3 SV=1,0.153503713495157
tr|A0A510K583|A0A510K583_9FUSO CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia wadei OX=157687 GN=cas13a PE=3 SV=1,0.022092051674348627
tr|A0A510KAE1|A0A510KAE1_9FUSO CRISPR-associated endoribonuclease Cas13a OS=Leptotrichia wadei OX=157687 GN=cas13a PE=3 SV=1,0.17119990707272348
tr|A0A5M8P6A6|A0A5M8P6A6_9HYPH CRISPR-associated endoribonuclease Cas13a OS=Candidatus Tokpelaia sp OX=2233777 GN=DPQ22_09805 PE=3 SV=1,0.2785927586674386
tr|A0A7C6DAS5|A0A7C6DAS5_9FIRM CRISPR-associated endoribonuclease Cas13a OS=Clostridiales bacterium OX=1898207 GN=GX002_10000 PE=3 SV=1,0.5493119400498194
tr|A0A7X0XJF1|A0A7X0XJF1_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HB902_08650 PE=3 SV=1,0.08490922516378228
tr|A0A7X0YJ22|A0A7X0YJ22_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HCB06_02050 PE=3 SV=1,0.2751529345276293
tr|A0A7X0YZG4|A0A7X0YZG4_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HCB26_07695 PE=3 SV=1,0.11316595839289781
tr|A0A7X0ZQP4|A0A7X0ZQP4_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HCB83_10525 PE=3 SV=1,0.30885571668658224
tr|A0A7X1D7U5|A0A7X1D7U5_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HCB27_05050 PE=3 SV=1,0.11705110341965225
tr|A0A7X1DLC4|A0A7X1DLC4_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HCJ81_10520 PE=3 SV=1,0.29217185255992906
tr|A0A7X1DPY3|A0A7X1DPY3_9LIST CRISPR-associated endoribonuclease Cas13a OS=Listeria booriae OX=1552123 GN=HBP98_02215 PE=3 SV=1,0.11545103690993698
tr|A0A7X9C4K8|A0A7X9C4K8_9BACT CRISPR-associated endoribonuclease Cas13a (Fragment) OS=Bacteroidales bacterium OX=2030927 GN=GX963_10535 PE=3 SV=1,0.4041298945144775
